ZONE,STATE,DEALER NAME,CHEQUE BOUNCE,DEALER YEARS,PHONE NUMBER,EMAIL ADDRESS,Q1016,Q2016,Q3016,Q4016,Q1017,Q2017,Q3017,Q4017,Q1018,CREDITABILITY
1,13,KAVUMPURATH TILES & CEMENTS, 1 ,13,2,1,"1,26,577","1,22,029",0,"1,32,314","1,29,165",0,0,0,"1,10,450",0
3,29,KB ENTERPRISE, 2 ,16,2,2,"11,81,764","8,88,988","5,83,709","8,44,545","13,07,726","4,14,514","4,06,928","9,30,829","12,42,232",1
1,24,KBS STEELS, 1 ,6,2,1,"2,10,375",0,0,0,0,0,0,0,0,0
5,14,KEDARNATH AGRAWAL, 2 ,13,2,1,"3,46,210",0,"1,70,140","1,65,088",0,0,0,0,"8,79,042",1
1,24,KEERTHI TIMBER DEPOT, 1 ,6,1,1,0,0,0,0,"2,24,775",0,0,0,0,0
5,27,KESARWANI IRON STORES, 2 ,7,2,1,"4,82,336","3,53,502","3,44,874","12,72,319","18,76,572","7,71,490","11,68,826","17,58,302","10,75,141",1
2,27,Keshav cement traders, 2 ,7,2,2,0,"1,01,779",0,0,0,0,0,0,0,1
2,22,Kewalramani Hatcheries Pvt. Ltd., 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
1,24,KGP Traders, 2 ,7,2,1,"1,33,302","2,59,660",0,"1,16,251","1,38,769","1,93,223","1,17,227","1,35,800","1,28,247",1
5,27,KHAJURAHO CEMENT AGENCY, 2 ,15,2,2,"14,64,561","8,90,766","9,13,127","11,58,929","20,20,510","18,66,488","12,47,753","15,95,452",0,1
2,21,KHALSA IRON AND TOOL STORE, 2 ,7,2,1,"1,31,011",0,0,"1,29,832","1,48,518","1,35,750","1,21,952","2,22,750",0,1
2,21,KHALSA IRON STORE, 2 ,14,2,2,"7,71,615",0,0,0,"4,84,457",0,0,0,0,1
2,28,Khalsa steel, 2 ,12,2,2,"14,54,346","7,44,410","3,85,526","14,07,627","5,94,471","1,88,875",0,0,0,1
2,21,KHALSA TRADERS, 2 ,10,2,1,"3,02,088","4,84,682","10,31,307","3,10,224","4,85,357","3,89,472","3,53,798","7,16,175","11,95,489",1
4,7,KHAMBHAT STEEL, 2 ,9,2,2,"2,55,451",0,"2,67,757","3,71,342","6,52,396",0,"2,34,853","4,70,011","4,19,435",1
4,15,KHAN ENTERPRISES, 2 ,6,1,1,0,0,0,0,"6,38,250",0,0,0,"1,43,381",1
3,29,KHANDAKAR MAHABOOB ALAM, 1 ,14,2,1,0,0,0,0,0,0,0,0,0,0
2,22,Khandelwal Trading Co, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
2,22,KHETESHWAR TREADING COMPANY, 2 ,6,2,1,"7,02,869",0,0,0,0,"75,050",0,0,0,1
5,14,KHOOBCHAND AGRAWAL, 2 ,12,2,2,"17,22,603","7,48,359","4,26,146","4,43,525","5,75,767","67,402","1,71,484","2,29,500","96,720",1
4,15,KIKABHAI A. RANGWALA, 2 ,11,2,2,"7,35,655","1,48,718",0,"7,51,129","4,19,624",0,"1,53,227",0,"15,12,507",1
2,8,KIRAN UDYOG, 2 ,13,2,2,0,"2,49,281","1,04,275","1,00,997",0,"1,14,570","2,27,424","2,22,996","4,56,612",1
5,14,KISAN BUILDING MATARIAL, 2 ,12,2,1,"18,86,263",0,0,"2,47,900","11,13,225","2,47,668","2,36,538","6,91,583","15,67,869",1
2,27,KISAN HARDWARE STORE, 2 ,9,2,1,"11,795",0,0,0,0,0,0,0,0,1
5,14,KISAN KRISHI SEWA KENDRA, 2 ,16,1,1,"24,33,985",0,"2,93,630","16,15,010","18,13,722","2,51,685",0,"4,769",0,1
4,15,KISAN TRADERS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
2,22,Kishan Iron and Timber Store, 2 ,13,2,1,"1,91,058",0,0,0,0,0,0,"1,90,028","8,40,412",1
2,27,KISHAN KASHATH KALA UDYOG KANTH, 2 ,6,1,1,"1,88,042","1,76,634",0,0,0,"1,96,722",0,0,0,1
1,12,KISMATH TRADERS, 2 ,8,2,1,0,0,0,0,0,0,0,0,"1,20,232",1
1,13,KIZHAKKEL HARDWARES, 2 ,8,2,1,"61,071",0,0,"51,434",0,"57,144",0,"55,723",0,1
1,24,KK MANI AGENCIES, 2 ,8,2,1,"2,04,492","1,91,273","1,17,730",0,"86,051","85,373","1,19,522",0,"1,25,150",1
1,1,KK MARKETING AGENCY, 2 ,7,2,1,"9,48,466","19,86,663","12,25,788","26,48,294","44,46,879","47,81,305","43,64,833","72,57,394","95,23,838",1
1,24,KM CHIDAMBARAM PILLAI & SONS, 2 ,12,2,1,"5,78,318","7,10,250","4,24,149","1,61,977","3,53,748","3,08,558","1,95,750","2,61,855","5,22,900",1
1,24,KMS WELDING WORKS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
2,27,Kohli Traders, 2 ,16,2,1,0,0,"2,04,024","1,06,325",0,0,"4,317",0,0,1
1,13,KOLLAKUNNEL TRADERS, 2 ,13,2,1,"1,16,830","1,16,830",0,0,0,0,0,0,0,1
3,20,KONARK INDUSTRIAL EQUIPMENT, 2 ,5,1,1,0,0,0,0,"2,85,570",0,0,0,0,1
1,13,KONNI HARDWARES, 2 ,6,2,1,0,"1,24,398",0,"1,31,409",0,"1,24,025",0,"1,18,080",0,1
1,13,KOSHY & SON, 2 ,9,2,1,0,"1,35,360",0,"1,45,398",0,"1,49,033",0,0,"42,346",1
1,13,KOTTA ASSOCIATES, 2 ,10,2,1,0,"1,32,709",0,0,"4,65,923","2,97,333",0,0,0,1
1,13,KOTTAYIL TRADERS, 2 ,10,2,1,"5,29,102","2,59,346","1,33,370","1,82,552","1,30,654","2,35,085","1,31,886","1,87,822","1,79,485",1
1,12,KOTTURESHWARA ENTERPRISES, 2 ,10,2,1,"17,35,544","8,57,218","9,43,963","5,27,406","2,83,518",0,0,0,0,1
1,12,KOTYAL CEMENT TRADING CORPORATION, 2 ,7,2,1,"28,547","24,035",0,0,"23,841",0,0,"23,322","15,559",1
1,13,KOVOOR BUILDERS & TRADERS, 2 ,7,2,1,"63,163",0,0,0,0,0,0,0,0,1
1,24,KPR & CO, 2 ,14,2,2,"1,03,84,588","1,11,77,700","72,92,533","68,45,837","62,66,320","65,03,184","70,84,864","46,72,686","65,03,630",1
4,15,KRAN RADER, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,13,KRIPA AGENCIES, 2 ,11,2,1,"2,83,471","1,37,805","2,81,364","1,41,899","1,43,061","1,43,840","2,52,063","1,25,309","2,61,041",1
1,24,KRISHNA AGENCY, 2 ,17,2,1,"10,78,243","9,54,106","7,57,633","9,15,672","7,25,109","6,02,356","11,91,464","9,36,930","8,86,005",1
2,22,Krishna Cement Agency, 1 ,9,2,1,"1,61,114","1,62,550",0,0,"1,58,986","3,08,728","2,21,215",0,0,0
1,12,KRISHNA CERAMICS, 2 ,12,2,1,"4,40,818","8,11,051","5,88,230","56,799","7,48,930","7,68,530","10,39,222","7,38,808","11,43,630",1
4,15,KRISHNA CONSTRUCTIONS, 2 ,13,2,2,"1,70,825","1,13,782","3,25,540","1,91,245","8,47,630","6,33,811","2,06,680","2,81,740","10,61,280",1
2,21,KRISHNA ENTERPRISES, 2 ,16,2,1,"28,43,495",0,0,0,0,0,0,0,0,1
3,29,KRISHNA HW ASBESTOS, 2 ,16,2,2,"5,96,153","4,39,269","2,78,930","6,38,205","4,30,797","2,79,294","4,11,798","2,70,926","4,10,713",1
4,7,KRISHNA PRINTS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
4,7,KRISHNA STEEL TRADERS, 2 ,6,2,1,0,0,0,0,0,0,"4,77,698","4,27,358","6,34,652",1
2,21,KRISHNA TRADING CO, 2 ,11,2,1,"1,65,509","3,37,150","2,73,191","2,84,652","1,50,174","3,46,670","5,23,272","3,53,567","8,87,670",1
2,21,KRISHNA TRADING COMPANY, 2 ,11,2,1,"7,67,156","2,98,810",0,0,0,"1,80,489",0,0,0,1
1,24,KRISHNA TRADING COMPANY, 1 ,9,2,1,0,0,0,0,"1,46,025","3,00,706","92,400",0,0,0
4,15,KRUNAL SALES AGENCY, 1 ,10,2,1,0,"2,23,708",0,0,"1,83,300",0,0,0,0,0
4,15,KRUPALI TRADERS, 2 ,17,2,2,"2,33,35,761","54,08,703","1,24,76,247","1,90,27,529","3,22,41,282","1,02,44,594","1,22,77,391","2,71,43,611","3,42,13,555",1
4,7,KRUPALI TRADERS, 2 ,10,2,1,"2,58,672",0,"1,23,065","1,22,426","2,43,951",0,0,0,"3,46,400",1
4,7,KRUPALI TRADERS, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
3,20,"KRUPASINDHU SAHU SONS,0OST/GAI/3094", 2 ,12,2,1,"1,46,913",0,0,"3,71,657","11,57,980","7,49,052",0,"4,04,505","1,31,200",1
1,24,KS BABU STORE, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,24,KTM ELECTRICALS  & HARDWARES, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
2,27,KUCHHAL BUILDING MATERIAL, 2 ,13,2,1,"5,00,464","3,25,919","4,71,935","2,78,265","4,57,599","5,71,313","7,21,661","1,97,666","3,30,354",1
4,15,KULKARNI STEEL, 2 ,15,2,2,"29,07,126","1,57,669","3,20,192","9,77,717","25,25,555","3,51,082","7,70,056","5,91,732","20,51,214",1
3,4,Kumar Agencies, 2 ,9,2,1,"2,36,829",0,0,0,0,0,0,0,0,1
1,24,KUMAR AND CO, 2 ,8,2,1,0,0,"1,66,145","1,52,400","3,43,540","4,92,446","3,82,295","3,98,578","3,90,623",1
4,15,KUMAR METAL INDUSTRIES PRIVATE LIMI, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
3,4,Kumar Traders, 2 ,15,2,1,"5,01,769","2,39,679","3,83,199","1,63,070","7,13,724","9,31,944","3,42,853","4,97,038","2,18,522",1
2,21,KUMAR TRADING CO., 2 ,16,2,2,"11,10,354","1,83,845","3,28,677","4,97,500","1,50,707","1,80,166","1,76,648","9,39,588","13,47,105",1
1,24,KUMARAN & CO, 2 ,10,2,1,0,0,0,0,"1,81,148","3,36,669","3,87,915","96,966",0,1
2,27,KUNDAN LAL JADO RAM, 2 ,12,2,1,"4,51,375","4,08,901","3,74,909","4,72,972","9,08,871","2,50,839","9,52,899","7,39,701","11,06,774",1
3,29,Kundu Hardware Stores, 2 ,16,2,1,"51,86,230","14,04,950","13,81,495","44,14,143","21,06,910","6,80,484","49,38,319","23,28,048","34,74,182",1
3,3,Kunjolal Ashok Kumar, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,13,KUNNATHETTU TRADERS, 2 ,6,2,1,"2,30,929","1,70,351",0,0,0,"1,24,800",0,0,0,1
1,13,KUNNEL HARDWARE, 2 ,8,2,1,"1,24,230",0,0,0,0,0,0,0,0,1
2,21,KUSAL ENTERPRISES, 2 ,15,2,1,"1,49,689",0,0,0,0,"1,32,758","1,36,856","1,15,395","1,11,000",1
5,27,KUSUMA & SANDHYA TRADING CO, 2 ,12,2,1,"4,52,936",0,"1,86,148","6,25,054","9,19,233","1,12,003","2,09,913","5,01,744","16,08,940",1
1,13,KVR TRADERS, 2 ,10,2,1,"4,14,031","2,34,374","3,85,153","3,47,792",0,0,0,0,0,1
4,7,L. C. AMIN ENTERPRISES, 2 ,14,2,2,0,"2,67,077",0,0,0,0,0,0,0,1
4,7,L.C.AMIN & ASSOCIATES, 2 ,5,2,2,0,0,0,0,0,0,0,0,0,1
1,13,L.J TRADERS, 2 ,9,2,1,"2,53,780","1,23,871","2,39,409","1,26,380","1,38,608","1,19,123","1,21,874",0,0,1
2,8,LAKSHAY STEEL, 2 ,8,2,1,0,"32,208",0,0,0,0,0,0,0,1
1,12,LAKSHMAN HARDWARE, 2 ,15,2,1,"7,17,181","3,36,803","2,48,820","5,26,228","5,62,287","1,93,172","3,87,209","3,91,754","8,15,815",1
1,24,LAKSHMI AGENCIES, 1 ,9,2,1,"2,96,300","1,54,025","1,28,300",0,"1,41,673",0,"71,100","64,800",0,0
1,24,LAKSHMI AGENCIES (SIVAGIRI), 2 ,10,2,1,0,"3,53,988","7,44,765","8,36,975","5,96,454","2,74,335","3,63,675",0,0,1
3,29,Lakshmi Narayan Hardware Stores, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
1,24,LAKSHMI STEEL (ATTUR), 2 ,8,2,1,"13,62,367","6,03,315","2,11,950",0,0,"2,71,318",0,"4,05,503","19,65,205",1
1,13,LAKSHMI STEEL HOUSE, 2 ,7,2,1,"1,25,964","39,994","1,65,750","53,496","1,54,618","85,512","85,383","90,488","1,27,993",1
1,24,LAKSHMI STEELS, 2 ,14,2,2,"79,84,581","75,57,041","53,16,659","46,72,179","74,57,855","58,31,104","68,74,431","84,18,098","85,47,187",1
1,24,LAKSHMI STEELS, 2 ,12,2,2,"15,01,120","16,69,315","13,68,811","16,26,064","12,40,135","10,65,750","20,67,893","33,98,147","30,77,008",1
1,24,LAKSHMI STEELS, 2 ,15,2,2,"1,32,825",0,"1,32,000","2,68,500",0,0,"1,25,550","1,24,000",0,1
1,24,LAKSHMI STEELS (TIRUPUR), 2 ,14,2,2,"10,07,543","2,05,719","2,24,813","2,60,375","3,01,215","3,51,843",0,"1,40,600",0,1
1,24,LAKSHMI TIMBER DEPOT (PALLADAM), 1 ,8,2,1,0,0,0,0,0,"1,12,613",0,0,0,0
1,1,Lakshmi Traders, 1 ,6,2,1,0,0,0,0,0,0,0,0,0,0
1,24,LAKSHMI TRADERS, 2 ,10,2,1,"2,63,342","2,65,364","1,34,442","1,26,854","1,26,320",0,0,"1,13,892",0,1
2,8,LAKSHYA HATCHERY, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
2,8,LAKSHYA TRADING CO., 2 ,12,2,1,0,0,0,0,0,0,0,0,0,1
2,28,Lal Chand Rajnesh kumar, 2 ,12,2,1,"17,61,341","11,25,149","14,02,502","9,19,721","21,10,522","8,28,698","10,56,240","13,99,960","21,68,758",1
5,14,LALA KASHINATH VAISHYA & SONS, 2 ,12,2,1,"8,95,799","6,55,922","6,94,995","4,18,603","11,43,752","8,45,138","6,01,212","5,96,735","11,05,056",1
4,15,LALIT ENTERPRISES, 2 ,16,2,2,"76,77,063","34,15,898","41,32,954","31,44,081","65,68,165","38,52,974","49,76,419","76,29,857","95,70,091",1
2,21,LAMBA BUILDING MATERIAL STORE, 2 ,7,1,1,0,0,"66,626",0,0,0,0,0,0,1
1,13,LAMDA STEELS, 2 ,15,2,1,"7,69,346","3,79,305","2,39,450","2,06,045","4,49,832","3,57,673","3,49,191","4,89,005","5,76,904",1
4,15,LAWARE ASSOCIATES, 2 ,16,2,1,"2,56,475",0,0,0,0,0,0,"3,73,900","2,27,320",1
5,14,LAXMI AGRO AGENCY, 2 ,9,2,2,"5,12,000","1,93,800",0,"4,63,600","2,37,000",0,0,0,"1,74,600",1
1,1,LAXMI BALAJI TRADERS, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
1,12,LAXMI CEMENTS, 2 ,15,2,1,"7,23,072","1,74,603","1,80,588",0,0,0,0,0,"76,515",1
3,20,Laxmi Enterprises, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
5,14,LAXMI HARDWARE, 2 ,9,2,1,"2,47,500",0,0,"2,27,336","2,35,600",0,"2,12,250",0,"3,41,750",1
5,14,LAXMI MURGI PALAN SWA SAHAYATA SAMU, 2 ,10,1,1,0,0,0,0,0,0,0,0,0,1
5,14,Laxmi Sales, 2 ,11,1,1,"7,50,550",0,"2,22,000","2,32,500","7,50,290",0,"2,34,060","4,75,210","6,88,590",1
5,14,LAXMI STEEL & MACHINERY STORES, 2 ,11,2,1,"6,88,600","1,91,250",0,"4,73,590","5,76,862","2,11,700",0,"1,78,340","7,12,945",1
3,29,Laxmi Store, 2 ,11,2,1,"1,46,410","1,50,128","1,45,845",0,"1,41,307","2,00,762","1,35,086","1,39,216","1,50,588",1
5,14,LAXMI TRADERS, 2 ,15,2,1,"27,69,539","14,46,592","5,63,640","13,14,660","30,91,106","2,29,615","8,74,900","8,30,720","20,18,203",1
5,14,Laxmibai Murgipalan Samooh, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
3,20,LAXMIDHAR BEHERA, 2 ,15,2,1,"6,57,170","4,22,062","12,91,485","10,70,278","25,97,846","5,64,978","5,96,247","3,03,774",0,1
4,15,LAXMIMATA AGENCIES, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,LAXMINARAYAN MURGIPALAN SAMUH, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
3,20,LAXMINARAYAN STORE, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
1,24,Layas Agencies & Hardwares, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
2,21,LEKH RAM DES RAJ & SONS, 2 ,10,2,1,"3,02,297","1,54,870","1,67,508","1,42,495",0,0,0,0,0,1
1,13,LINS TRADERS, 2 ,10,2,1,"1,15,673","63,403","72,626","65,396","66,426",0,"59,739","1,16,193","1,19,340",1
2,27,LOHIA TRADERS, 2 ,4,2,1,0,0,0,0,0,0,0,0,0,1
3,29,LOKENATH ENTERPRISE, 2 ,11,2,2,"2,93,017","2,92,194","2,50,673","2,80,366","1,45,151",0,0,"4,67,703",0,1
1,13,LOYAL IRON MART, 2 ,6,2,1,0,"67,824","61,916","68,787","1,35,268","1,11,801",0,0,"70,763",1
4,15,LUNAWAT SAW MILLS, 2 ,5,2,2,0,0,0,0,0,0,0,0,0,1
2,8,LUXMI CEMENT & BUILDING MATERIAL, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
2,21,LUXMI FERTILIZER &MILL STORE, 1 ,15,2,1,"3,10,537","1,53,753",0,"1,31,477","2,99,215",0,"2,38,822",0,"1,62,800",0
1,24,M ABDUL RASHEED & CO, 2 ,12,2,1,"5,70,661","5,68,798","1,87,111","6,19,409","7,04,476","4,89,375","5,16,015","4,43,940","7,88,220",1
1,12,M G STEELS &CEMENTS, 1 ,10,2,1,"5,44,037","2,36,223",0,"2,86,727","1,42,231",0,0,"4,594",0,0
3,4,M L GOYAL, 2 ,11,2,1,"8,18,343","2,30,734","2,21,055","2,12,642","2,26,716","2,09,780",0,"2,05,834","4,49,096",1
1,13,M S TILES AND HARDWARES, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,24,M SAMPATH KUMAR, 1 ,13,2,1,"6,28,175","1,79,201","1,79,201","4,26,054","2,11,496","4,20,682","1,85,668",0,"3,48,705",0
2,21,M. K. INTERNATIONAL, 2 ,16,2,1,"1,54,40,516","1,16,83,081","1,98,44,793","3,33,51,038","4,52,11,486","1,59,72,390","25,904","4,40,819",0,1
2,34,M. K. TRADERS, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
4,7,M. SHABBIR HUSSAIN & CO, 2 ,14,2,1,0,0,"2,16,793",0,"6,86,172","2,16,410",0,0,"1,98,259",1
1,12,M.D TRADERS, 2 ,12,2,1,"5,20,404","1,50,096",0,"3,45,122","5,65,166","1,96,678","1,89,184","1,85,792","4,17,523",1
1,24,M.GUNASEKHAR, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
2,21,M.J. BUILDERS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
1,13,M.K AGENCIES, 2 ,11,2,1,"1,62,351","1,04,022","46,678","64,560","1,37,911","68,973","1,82,393","59,566",0,1
2,22,M.K Construtious, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
2,21,M.M. TRADING CO., 2 ,17,2,2,0,0,0,0,0,0,0,0,0,1
1,13,M.P.TRADERS, 2 ,11,2,1,"1,26,965",0,"77,087",0,"1,30,683","64,365","72,965","57,625","1,44,788",1
2,21,M.R.TRADERS, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
1,13,M.S.HARDWARE & PAINTS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
3,29,M/s  Adak Hardware, 2 ,7,2,2,"4,41,285","1,38,190",0,"1,46,712","2,92,054",0,"1,37,628","1,15,752","1,41,594",1
3,29,M/s  Annapurna Steel Concern, 2 ,17,2,2,"71,86,627","5,15,916",0,0,0,0,0,0,0,1
3,20,M/S  BISWAL TRADERS, 2 ,10,2,1,"7,39,540",0,0,"2,75,200","2,51,356",0,0,"1,92,975","5,80,817",1
3,29,"M/s  Hazra Enterprise,", 2 ,12,2,2,"27,98,002","10,82,406","9,87,228","18,13,849","20,26,724","4,60,364","12,95,139","1,85,938",0,1
3,20,M/S  KAPIL CONSTRUCTION AND HARDWAR, 1 ,5,1,1,"1,46,689",0,0,0,0,0,0,0,0,0
3,29,M/s  Kastha Bipani, 2 ,12,2,2,"5,05,082",0,0,0,0,0,0,0,0,1
3,29,M/s  Khan Asbestos Dokan, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
3,29,M/s  Kundu Trading, 2 ,15,2,2,"9,52,678","6,59,370","76,796","7,54,830","7,19,199","4,41,796","5,09,463","4,43,185","10,43,605",1
3,29,M/s  Mallick Enterprise, 2 ,15,2,2,"2,52,86,875","79,76,557","78,54,957","1,39,40,933","2,55,30,973","86,64,561","98,94,162","1,50,19,206","2,25,80,204",1
3,20,M/S  MA2J KUMAR SAHOO, 2 ,6,2,1,"5,04,772","1,38,174",0,"2,26,409","3,69,312","2,16,348","1,21,891",0,"3,38,089",1
3,29,M/s  Md  Makram, 2 ,8,2,2,0,0,0,0,0,0,0,0,0,1
3,29,"M/s  Modern Building Stores,", 2 ,15,2,2,"28,92,212","25,78,228","13,90,459","16,71,318","24,01,161","17,86,223","14,66,509","30,14,537","25,11,774",1
3,29,"M/s  Nandy Trading Co ,", 2 ,16,2,2,"1,43,72,204","86,37,160","53,20,647","89,01,037","1,23,91,336","69,78,009","80,71,463","1,03,94,411","1,36,10,580",1
3,29,M/s  Panja Brothers, 2 ,15,2,2,"1,83,77,413","71,88,337","60,99,251","96,31,707","1,20,78,111","70,86,102","85,68,487","1,00,11,931","1,93,08,203",1
3,29,M/s  Pradhan Enterprise, 2 ,14,2,1,"12,84,457","5,38,164","3,57,421","3,18,267","7,51,265","5,55,819","1,79,255","1,90,052","5,44,341",1
3,29,"M/s  Radhamadhab Stores,", 2 ,14,2,2,"6,36,393",0,0,0,"2,13,967",0,0,0,0,1
3,29,"M/s  Samanta Builders,", 2 ,16,2,1,"4,51,026","1,40,222",0,"1,47,768",0,"4,41,079",0,0,"2,82,440",1
3,29,M/s  Satya Ranjan Stores, 2 ,15,2,2,"2,18,70,933","1,17,64,957","1,14,33,126","1,79,39,329","2,71,79,636","1,17,24,202","1,19,69,370","2,01,70,609","1,80,09,371",1
3,29,M/s  Shambhu Charan Guha Trading Ag, 2 ,15,2,2,"5,06,62,245","2,50,04,691","1,51,35,628","3,27,47,852","5,06,41,115","2,26,97,040","3,67,69,188","3,00,84,730",0,1
3,29,M/s  Subhalakshmi Enterprise, 2 ,16,2,2,"19,30,345","4,29,579","10,81,918","11,54,274","16,15,349",0,0,0,0,1
3,29,M/s  Sushil Kr  Agarwala, 2 ,14,2,2,"8,28,846","4,58,242","4,57,966","5,94,494","3,13,281","2,90,192","2,26,127",0,0,1
3,29,M/s  Tarun H/w stores, 2 ,12,2,2,"6,50,106","11,02,813","1,56,108","7,96,530","11,13,082","4,67,264","6,20,896","7,36,857","12,14,050",1
5,14,M/S A.K.TRADERS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
3,20,M/S AJAY KUMAR SAHU, 2 ,6,2,1,"2,35,476",0,0,"2,18,317",0,"2,76,093",0,0,"1,31,282",1
2,28,M/S AMAR NATH SHARMA, 1 ,6,1,1,0,0,0,0,0,0,0,0,0,0
5,14,M/s ANAND SANITARY HOUSE, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
2,27,M/S Anurag Shakya Iron Store, 2 ,11,2,1,0,"5,17,251","6,00,099","3,12,040","15,42,235","6,33,917","1,98,135","2,12,477","4,52,592",1
5,14,m/s asgar Ali and sons, 1 ,6,2,1,"4,48,834",0,0,0,0,0,0,0,0,0
3,29,M/S Ashok kr kormokar, 2 ,11,2,2,"7,76,600","1,55,219","2,94,738","4,16,873","7,06,833","4,57,458","4,40,423","4,64,589","7,09,132",1
5,14,M/S ASHOK TRADERS, 2 ,10,2,1,"5,23,950",0,0,"4,94,025","2,53,950","2,49,375",0,"2,25,113","2,37,525",1
5,14,M/s BALAJI ENTERPRISES, 2 ,6,1,1,0,0,"1,84,365",0,0,0,0,0,0,1
3,29,M/s Bucha Hardware, 2 ,6,2,2,0,0,0,0,0,0,0,0,0,1
3,4,M/s Chaudhary Jee & Sons, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
3,20,M/S DADHIBAMANA TRADERS, 2 ,8,2,1,"1,43,854",0,0,0,0,0,0,0,0,1
3,29,M/s Das Corrugated Suppliers, 2 ,16,2,2,"50,28,330","25,43,192","42,87,376","59,66,238","65,10,910",0,0,0,0,1
3,11,M/S DIVYA CEMENT AGENCY, 2 ,11,2,1,0,"7,70,014",0,0,"7,75,103","2,80,919",0,"5,26,408","13,52,725",1
5,14,M/S GAYATRI TRADERS, 1 ,6,1,1,0,0,0,0,"2,31,225",0,0,0,0,0
2,28,M/S GULATI TRADERS, 2 ,13,2,1,"5,23,352","6,82,389","5,92,775","5,51,290","3,17,540","1,30,089","2,10,000","1,30,500",0,1
2,28,M/S HAZI PEER MOHMAD AND SONS, 2 ,5,2,1,0,"1,18,950","1,14,976","1,15,632","3,95,330","2,27,129","1,11,195","1,41,740","2,27,177",1
3,20,M/S Jadunandan Sahu, 2 ,14,2,1,"62,945",0,0,0,0,0,0,0,0,1
5,14,M/S JAIN SALES, 2 ,15,2,1,"9,51,345","2,25,250","2,26,375","4,91,170","4,99,928","2,29,752",0,"4,53,530","6,50,444",1
3,20,M/S JAISWAL ENTERPRISES, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
3,20,M/S JAY BAJRANGABALI TRADERS AND DH, 2 ,12,2,1,"7,27,577","4,11,296","4,28,749","5,55,004","6,36,860","3,57,013","4,16,108","5,27,799","7,82,268",1
5,14,M/S JAY GURU TRADERS, 2 ,11,2,1,"5,26,850","2,46,400","5,06,050",0,"2,56,000",0,"4,79,925","4,64,000","2,47,225",1
3,11,M/S JAY MAA DEWARI CEMENT, 2 ,15,2,1,"33,93,688","5,16,404","16,10,795","17,05,458","35,50,691","7,76,705","18,57,319","16,75,358","56,65,000",1
5,14,M/S JOY POULTRY, 1 ,7,1,1,0,0,0,0,0,0,0,0,0,0
3,20,M/S KALAKANHU DISTRIBUTORS, 1 ,8,2,1,"9,62,998","2,34,600",0,0,0,0,0,0,0,0
5,14,M/S KANHA TRADERS, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
5,14,M/S KISAN TRADERS, 2 ,10,2,1,0,0,0,"2,60,813","5,08,725",0,0,"2,97,250","2,98,000",1
3,11,M/S KOMAL ENTERPRISES, 2 ,10,2,1,"2,56,179","1,79,641","2,71,682","5,43,700","2,91,582",0,0,"2,68,296",0,1
3,11,M/S LAKSHMI TRADERS, 2 ,15,1,1,"14,02,386","6,86,526","3,66,334","5,46,446","15,62,200","8,66,636","8,39,952","10,20,284","23,15,627",1
3,11,M/S M.P.TRADERS, 2 ,11,2,1,0,"2,64,491",0,"4,82,611","65,889","5,33,814","2,16,630","5,50,555","10,26,195",1
3,20,M/S MAA GHANTESWARI CEMENT STORE, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
3,11,M/S MAA KALI PAPERS LTD, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
